InterventionID,Intervention_Name,Protocol,Protocol_Version,Outcome_Domain,NumStudiesMeetingStandards,NumStudiesEligible,Class_type_General,Class_type_Inclusion,Delivery_Method_Individual,Delivery_Method_School,Delivery_Method_Small_Group,Delivery_Method_Whole_Class,Demographics_of_Study_Sample_English_language_learners,Demographics_of_Study_Sample_Free_or_reduced_price_lunch,Demographics_of_Study_Sample_International,Demographics_of_Study_Sample_Students_with_disabilities,Ethnicity_Hispanic,Ethnicity_Not_Hispanic,Gender_Female,Gender_Male,Grade_1,Grade_10,Grade_11,Grade_12,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_K,Grade_PK,Grade_PS,Program_Type_Curriculum,Program_Type_Policy,Program_Type_Practice,Program_Type_School_level,Program_Type_Supplement,Program_Type_Teacher_level,Race_Asian,Race_Black,Race_Native_American,Race_Other,Race_Pacific_Islander,Race_White,Region_State_Alabama,Region_State_Alaska,Region_State_Arizona,Region_State_Arkansas,Region_State_California,Region_State_Colorado,Region_State_Connecticut,Region_State_Delaware,Region_State_District_of_Columbia,Region_State_Florida,Region_State_Georgia,Region_State_Hawaii,Region_State_Idaho,Region_State_Illinois,Region_State_Indiana,Region_State_Iowa,Region_State_Kansas,Region_State_Kentucky,Region_State_Louisiana,Region_State_Maine,Region_State_Maryland,Region_State_Massachusetts,Region_State_Michigan,Region_State_Midwest,Region_State_Minnesota,Region_State_Mississippi,Region_State_Missouri,Region_State_Montana,Region_State_Nebraska,Region_State_Nevada,Region_State_New_Hampshire,Region_State_New_Jersey,Region_State_New_Mexico,Region_State_New_York,Region_State_North_Carolina,Region_State_North_Dakota,Region_State_Northeast,Region_State_Ohio,Region_State_Oklahoma,Region_State_Oregon,Region_State_Pennsylvania,Region_State_Rhode_Island,Region_State_South,Region_State_South_Carolina,Region_State_South_Dakota,Region_State_Tennessee,Region_State_Texas,Region_State_Utah,Region_State_Vermont,Region_State_Virginia,Region_State_Washington,Region_State_West,Region_State_West_Virginia,Region_State_Wisconsin,Region_State_Wyoming,School_type_Charter,School_type_Parochial,School_type_Private,School_type_Public,Urbanicity_Rural,Urbanicity_Suburban,Urbanicity_Urban,Intervention_Page_URL,Sample_Size_Intervention,Effectiveness_Rating
464,Fast ForWord®,Beginning Reading,2.1,Alphabetics,5,5,,,,,1.00,1.00,28.96,65.05,1.00,,5.75,94.25,44.48,55.51,1.00,,,,1.00,1.00,,,,,,,1.00,,,,,,,,,,68.61,,,,25.92,,,,,,,,,,1.00,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,,,1.00,,,,,1.00,1.00,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/464,784,Mixed Effects
464,Fast ForWord®,Beginning Reading,2.1,Comprehension,4,4,,,,,1.00,1.00,28.96,65.05,1.00,,5.75,94.25,44.48,55.51,1.00,,,,1.00,1.00,,,,,,,1.00,,,,,,,,,,68.61,,,,25.92,,,,,,,,,,1.00,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,,,1.00,,,,,1.00,1.00,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/464,702,Mixed Effects
464,Fast ForWord®,Beginning Reading,2.1,Reading fluency,1,1,,,,,1.00,1.00,28.96,65.05,1.00,,5.75,94.25,44.48,55.51,1.00,,,,1.00,1.00,,,,,,,1.00,,,,,,,,,,68.61,,,,25.92,,,,,,,,,,1.00,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,,,1.00,,,,,1.00,1.00,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/464,308,No Discernible Effects
35,The Expert Mathematician,Middle School Math,1.0,General Mathematics Achievement,1,1,,,,,,1.00,,,,,,,54.00,46.00,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,97.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,/intervention/35,70,Potentially Positive Effects
380,Transition Mathematics,Middle School Math,1.0,General Mathematics Achievement,3,3,,,,,,1.00,,,,,,,47.00,53.00,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,1.00,,,,,,,1.00,,1.00,1.00,,1.00,1.00,,,,,,1.00,,,,,1.00,,,,,1.00,,,,,,,1.00,1.00,1.00,,,,,,,,1.00,1.00,1.00,/intervention/380,972,Mixed Effects
86,PLATO,Middle School Math,1.1,General Mathematics Achievement,1,1,,,1.00,,,,,74.00,,,42.00,58.00,53.00,47.00,,,,,,,,,1.00,,,,,,,,,,,,,,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/86,1037,No Discernible Effects
289,Houghton Mifflin Mathematics,Elementary School Mathematics,1.0,General Mathematics Achievement,2,2,,,,,,1.00,,56.00,,,29.00,71.00,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,9.00,21.00,0.00,,,39.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,1.00,,,,,,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,/intervention/289,425,No Discernible Effects
305,Progress in Mathematics © 2006,Elementary School Mathematics,1.0,General Mathematics Achievement,1,1,,,,,,1.00,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,1.00,,,,/intervention/305,186,No Discernible Effects
750,Core-Plus Mathematics,High School Mathematics,2.0,General Mathematics Achievement,1,1,,,,,,1.00,,,,,,,,,,1.00,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,1.00,,,1.00,1.00,,,,,1.00,,1.00,,,1.00,,1.00,,,,,1.00,1.00,,,,,,,,,,,,,,1.00,,,,,1.00,1.00,,,1.00,,,,,1.00,,,,,,,,1.00,1.00,1.00,/intervention/750,1050,Potentially Positive Effects
316,High School Redirection,Dropout Prevention,1.0,Staying in school,3,3,,,,1.00,,,,,,,27.88,72.11,52.20,47.79,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,70.06,,,,45.00,,,,,1.00,,,,,,,,,,,,1.00,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/316,1634,Mixed Effects
316,High School Redirection,Dropout Prevention,1.0,Progressing in school,2,2,,,,1.00,,,,,,,27.88,72.11,52.20,47.79,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,70.06,,,,45.00,,,,,1.00,,,,,,,,,,,,1.00,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/316,732,Potentially Positive Effects
316,High School Redirection,Dropout Prevention,1.0,Completing school,3,3,,,,1.00,,,,,,,27.88,72.11,52.20,47.79,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,70.06,,,,45.00,,,,,1.00,,,,,,,,,,,,1.00,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/316,1510,No Discernible Effects
318,Middle College High School,Dropout Prevention,1.0,Staying in school,1,1,,,,1.00,,,,,,,9.00,91.00,46.00,54.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,51.00,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,1.00,,,1.00,/intervention/318,394,No Discernible Effects
318,Middle College High School,Dropout Prevention,1.0,Completing school,1,1,,,,1.00,,,,,,,9.00,91.00,46.00,54.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,51.00,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,1.00,,,1.00,/intervention/318,394,No Discernible Effects
319,Twelve Together,Dropout Prevention,1.0,Staying in school,1,1,,,,,1.00,,,,,,50.00,50.00,60.00,40.00,,,,,,,,,,,1.00,,,,,,,,,,,,10.00,,,,14.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,,/intervention/319,219,Potentially Positive Effects
319,Twelve Together,Dropout Prevention,1.0,Progressing in school,1,1,,,,,1.00,,,,,,50.00,50.00,60.00,40.00,,,,,,,,,,,1.00,,,,,,,,,,,,10.00,,,,14.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,,/intervention/319,219,No Discernible Effects
320,Talent Search,Dropout Prevention,1.0,Completing school,2,2,,,1.00,,,,8.00,,,,36.05,63.94,52.72,47.27,,,1.00,1.00,,,,,,,,,,,,,,,,,,,24.74,,,,37.46,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,/intervention/320,9854,Potentially Positive Effects
321,Career Academies,Dropout Prevention,1.0,Completing school,1,1,,,,1.00,,,8.00,,,,56.00,44.00,58.00,44.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,30.20,,,,6.40,,,,,1.00,,,,1.00,1.00,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,,1.00,,1.00,,,,1.00,,,,,1.00,,,,,,,,,,,/intervention/321,1428,Potentially Positive Effects
321,Career Academies,Dropout Prevention,1.0,Staying in school,1,1,,,,1.00,,,8.00,,,,56.00,44.00,58.00,44.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,30.20,,,,6.40,,,,,1.00,,,,1.00,1.00,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,,1.00,,1.00,,,,1.00,,,,,1.00,,,,,,,,,,,/intervention/321,1454,Potentially Positive Effects
321,Career Academies,Dropout Prevention,1.0,Progressing in school,1,1,,,,1.00,,,8.00,,,,56.00,44.00,58.00,44.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,30.20,,,,6.40,,,,,1.00,,,,1.00,1.00,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,,1.00,,1.00,,,,1.00,,,,,1.00,,,,,,,,,,,/intervention/321,1379,No Discernible Effects
322,Achievement for Latinos through Academic Success (ALAS),Dropout Prevention,1.0,Staying in school,1,1,,,1.00,,,,23.00,91.00,,,96.00,4.00,36.00,64.00,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,1.00,,,,3.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/322,94,Potentially Positive Effects
322,Achievement for Latinos through Academic Success (ALAS),Dropout Prevention,1.0,Progressing in school,1,1,,,1.00,,,,23.00,91.00,,,96.00,4.00,36.00,64.00,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,1.00,,,,3.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/322,81,Potentially Positive Effects
323,Quantum Opportunity Program,Dropout Prevention,1.0,Progressing in school,1,1,,,1.00,,,,,,,,26.00,74.00,46.00,54.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,68.00,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,1.00,,,1.00,,1.00,,,1.00,1.00,,,,1.00,1.00,,,,,,,,,,,/intervention/323,766,No Discernible Effects
323,Quantum Opportunity Program,Dropout Prevention,1.0,Completing school,1,1,,,1.00,,,,,,,,26.00,74.00,46.00,54.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,68.00,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,1.00,,,1.00,,1.00,,,1.00,1.00,,,,1.00,1.00,,,,,,,,,,,/intervention/323,914,No Discernible Effects
365,Financial Incentives for Teen Parents to Stay in School,Dropout Prevention,1.0,Staying in school,2,2,,,1.00,,,,,,,,24.41,75.58,99.49,0.50,,,1.00,1.00,,,,,,,,,,,,,,,,,,,47.07,,,,26.01,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,/intervention/365,1819,Potentially Positive Effects
365,Financial Incentives for Teen Parents to Stay in School,Dropout Prevention,1.0,Progressing in school,1,1,,,1.00,,,,,,,,24.41,75.58,99.49,0.50,,,1.00,1.00,,,,,,,,,,,,,,,,,,,47.07,,,,26.01,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,/intervention/365,913,No Discernible Effects
365,Financial Incentives for Teen Parents to Stay in School,Dropout Prevention,1.0,Completing school,2,2,,,1.00,,,,,,,,24.41,75.58,99.49,0.50,,,1.00,1.00,,,,,,,,,,,,,,,,,,,47.07,,,,26.01,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,/intervention/365,1819,Potentially Positive Effects
460,Project GRAD,Dropout Prevention,1.0,Progressing in school,1,1,,,,1.00,,,54.00,,,,42.00,58.00,50.00,50.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,49.00,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/460,13,No Discernible Effects
460,Project GRAD,Dropout Prevention,1.0,Completing school,1,1,,,,1.00,,,54.00,,,,42.00,58.00,50.00,50.00,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,49.00,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/460,13,No Discernible Effects
461,Talent Development High Schools,Dropout Prevention,1.0,Progressing in school,1,1,,,,1.00,,,,,,,17.00,83.00,,,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/461,11,No Discernible Effects
620,First Things First,Dropout Prevention,1.0,Staying in school,1,1,,,,1.00,,,,64.00,,,73.00,27.00,,,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,,/intervention/620,14,No Discernible Effects
621,New Chance,Dropout Prevention,1.0,Completing school,1,1,,,1.00,,,,,,,,25.00,75.00,100.00,0.00,,1.00,1.00,1.00,,,,,,,,,,,1.00,,,,,,,,50.00,,,,,,,,,1.00,1.00,,,,1.00,,,,1.00,,,,1.00,,,,,1.00,1.00,1.00,,,,,,,,,1.00,,,1.00,,,1.00,1.00,,1.00,,,,,,,,,1.00,,,,,,,,,,1.00,/intervention/621,2079,Potentially Positive Effects
623,JOBSTART,Dropout Prevention,1.0,Completing school,1,1,,,1.00,,,,,,,,44.00,56.00,54.00,46.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,44.00,,,,9.00,,,1.00,,1.00,1.00,1.00,,,,1.00,,,1.00,,,,,,,,,,1.00,,,,,,,,,,1.00,,,1.00,,,,1.00,,1.00,,,,1.00,,,,,1.00,,,,,,,,,,,/intervention/623,1941,Potentially Positive Effects
624,Job Corps,Dropout Prevention,1.0,Progressing in school,1,1,,,1.00,,,,,,,,17.00,83.00,42.00,58.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,49.00,4.00,,,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,/intervention/624,11313,Potentially Negative Effects
624,Job Corps,Dropout Prevention,1.0,Completing school,1,1,,,1.00,,,,,,,,17.00,83.00,42.00,58.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,49.00,4.00,,,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,/intervention/624,8596,Potentially Positive Effects
646,Accelerated Middle Schools,Dropout Prevention,1.0,Staying in school,3,3,,,,1.00,,,,,,,12.58,87.41,44.84,55.15,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,70.58,,,,13.18,,,,,,,,,,,1.00,,,,,,,,,,,,1.00,1.00,,,,,,,,1.00,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/646,848,Positive Effects
646,Accelerated Middle Schools,Dropout Prevention,1.0,Progressing in school,3,3,,,,1.00,,,,,,,12.58,87.41,44.84,55.15,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,70.58,,,,13.18,,,,,,,,,,,1.00,,,,,,,,,,,,1.00,1.00,,,,,,,,1.00,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/646,848,Positive Effects
393,National Guard Youth ChalleNGe Program,Dropout Prevention,2.0,Completing school,1,1,,,1.00,,,,,,,,14.00,86.00,16.00,84.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,40.00,,,,41.00,,,,,1.00,,,,,1.00,1.00,,,1.00,,,,,,,,,1.00,1.00,,1.00,,,,,,,1.00,,1.00,,,,,,,,1.00,,,,1.00,,,,,1.00,,1.00,,,,,,,,,/intervention/393,1196,Potentially Positive Effects
434,Summer Training and Education Program (STEP),Dropout Prevention,2.0,Staying in school,1,1,,,1.00,,,,,,,,19.00,81.00,52.00,48.00,,,,,,,,,,,1.00,1.00,,,,,,,,,,18.00,47.00,,,,,,,,,1.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,1.00,,,,,,,,,1.00,1.00,/intervention/434,1334,Potentially Negative Effects
434,Summer Training and Education Program (STEP),Dropout Prevention,2.0,Progressing in school,1,1,,,1.00,,,,,,,,19.00,81.00,52.00,48.00,,,,,,,,,,,1.00,1.00,,,,,,,,,,18.00,47.00,,,,,,,,,1.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,1.00,,,,,,,,,1.00,1.00,/intervention/434,1326,No Discernible Effects
718,Service and Conservation Corps,Dropout Prevention,2.0,Completing school,1,1,,,,,1.00,,,,,,26.00,74.00,43.00,57.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,5.00,51.00,2.00,,,14.00,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,1.00,,,,,,,,1.00,1.00,,,,,,,,,,,/intervention/718,626,No Discernible Effects
312,Check & Connect,Dropout Prevention,3.0,Staying in school,2,2,,,1.00,,,,,70.39,,,,,22.31,77.68,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,62.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/312,238,Positive Effects
312,Check & Connect,Dropout Prevention,3.0,Completing school,1,1,,,1.00,,,,,70.39,,,,,22.31,77.68,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,62.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/312,144,No Discernible Effects
312,Check & Connect,Dropout Prevention,3.0,Progressing in school,1,1,,,1.00,,,,,70.39,,,,,22.31,77.68,,1.00,1.00,1.00,,,,,,,,1.00,,,,,,,,,,,62.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/312,92,Potentially Positive Effects
21,Bilingual Cooperative Integrated Reading and Composition (BCIRC),English Language Learners,1.0,Reading achievement,1,1,,,,,,1.00,100.00,,,,97.00,3.00,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/21,85,Potentially Positive Effects
21,Bilingual Cooperative Integrated Reading and Composition (BCIRC),English Language Learners,1.0,English language development,1,1,,,,,,1.00,100.00,,,,97.00,3.00,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/21,85,Potentially Positive Effects
245,Instructional Conversations and Literature Logs,English Language Learners,1.0,Reading achievement,2,2,,,,,,1.00,100.00,85.89,,,87.79,12.20,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,1.00,/intervention/245,116,Positive Effects
245,Instructional Conversations and Literature Logs,English Language Learners,1.0,English language development,1,1,,,,,,1.00,100.00,85.89,,,87.79,12.20,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,1.00,/intervention/245,84,Potentially Positive Effects
247,Peer Tutoring and Response Groups,English Language Learners,1.0,English language development,3,3,,,,,1.00,,100.00,,,,68.66,31.33,57.00,43.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,43.71,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,1.00,1.00,,,,,,,1.00,,,1.00,/intervention/247,106,Positive Effects
256,Enhanced Proactive Reading,English Language Learners,1.0,English language development,2,2,,,,,1.00,,100.00,85.00,,,99.38,0.61,47.22,52.77,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,1.00,/intervention/256,127,No Discernible Effects
256,Enhanced Proactive Reading,English Language Learners,1.0,Reading achievement,2,2,,,,,1.00,,100.00,85.00,,,99.38,0.61,47.22,52.77,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,1.00,/intervention/256,131,Potentially Positive Effects
259,Arthur,English Language Learners,1.0,English language development,1,1,,,,,,1.00,100.00,80.00,,,,,44.00,56.00,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/259,102,Potentially Positive Effects
326,Vocabulary Improvement Program for English Language Learners and Their Classmates (VIP),English Language Learners,1.0,Reading achievement,1,1,,,,,,1.00,100.00,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,1.00,,1.00,,,,,,,,,,,/intervention/326,16,Potentially Positive Effects
326,Vocabulary Improvement Program for English Language Learners and Their Classmates (VIP),English Language Learners,1.0,English language development,1,1,,,,,,1.00,100.00,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,1.00,,1.00,,,,,,,,,,,/intervention/326,16,Potentially Positive Effects
464,Fast ForWord®,English Language Learners,1.0,Reading achievement,1,1,,,1.00,,,,100.00,,,,100.00,0.00,47.00,53.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,/intervention/464,168,No Discernible Effects
464,Fast ForWord®,English Language Learners,1.0,English language development,1,1,,,1.00,,,,100.00,,,,100.00,0.00,47.00,53.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,/intervention/464,81,Potentially Positive Effects
729,Reading Mastery,English Language Learners,1.0,Reading achievement,1,1,,,,,1.00,,100.00,,,,62.00,38.00,45.00,55.00,1.00,,,,1.00,1.00,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,1.00,,,,,,,,,,,/intervention/729,16,Potentially Positive Effects
7,Peer-Assisted Learning Strategies,English Language Learners,2.0,Reading achievement,1,1,,,,,1.00,,100.00,,,,,,79.00,21.00,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,/intervention/7,99,Potentially Positive Effects
324,Read Well®,English Language Learners,2.0,Reading achievement,1,1,,,,,1.00,,100.00,80.00,,,,,41.00,59.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,/intervention/324,34,No Discernible Effects
324,Read Well®,English Language Learners,2.0,English language development,1,1,,,,,1.00,,100.00,80.00,,,,,41.00,59.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,/intervention/324,34,Potentially Positive Effects
325,Read Naturally®,English Language Learners,2.0,Reading achievement,2,2,,,1.00,,,,100.00,37.00,,,70.84,29.15,48.00,52.00,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,8.00,2.00,,,,53.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,1.00,,1.00,,/intervention/325,99,No Discernible Effects
325,Read Naturally®,English Language Learners,2.0,English language development,1,1,,,1.00,,,,100.00,37.00,,,70.84,29.15,48.00,52.00,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,8.00,2.00,,,,53.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,1.00,,1.00,,/intervention/325,39,No Discernible Effects
211,DaisyQuest,Early Childhood Education,1.0,Alphabetics,1,1,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,/intervention/211,27,Potentially Positive Effects
